文件名,参考文本,标准化参考,标准化识别,参考字数,识别字数,错误字数,字错率,音频时长(秒),处理时间(秒),识别速度(字/秒),实时率(RTF),原始结果
BAC009S0002W0317.wav,机器 人 会 自动 走 到 餐 台 拿 餐点,机器人会自动走到餐台拿餐点,机器人会自动走到餐台拿餐点,13,13,0,0,4.414875,0.077129841,168.5469574,0.017470447,<|zh|><|NEUTRAL|><|Speech|><|withitn|>机器人会自动走到餐台拿餐点。
BAC009S0002W0318.wav,再 折返 将 东西 送到 顾客 的 桌前,再折返将东西送到顾客的桌前,在折返将东西送到顾客的桌前,13,13,1,0.076923077,5.036,0.078808308,164.9572283,0.015648989,<|zh|><|NEUTRAL|><|Speech|><|withitn|>在折返将东西送到顾客的桌前。
BAC009S0002W0319.wav,看点 三 它们 是 国内 第 一 代 消防 机器 人,看点三它们是国内第一代消防机器人,看点他们是国内第一代消防机器人,16,15,2,0.125,5.1840625,0.083381414,179.8962048,0.016084184,<|zh|><|NEUTRAL|><|Speech|><|withitn|>看点3，他们是国内第一代消防机器人。
BAC009S0002W0320.wav,昨日 亮相 的 还有 国内 第 一 代 消防 机器 人,昨日亮相的还有国内第一代消防机器人,昨日亮相的还有国内第一代消防机器人,17,17,0,0,4.709125,0.078163862,217.4918116,0.016598383,<|zh|><|NEUTRAL|><|Speech|><|withitn|>昨日亮相的还有国内第一代消防机器人。
BAC009S0002W0321.wav,有效 保护 消防 员 的人 身 安全,有效保护消防员的人身安全,有效保护消防员的人身安全,12,12,0,0,3.677,0.075672626,158.5778181,0.020579991,<|zh|><|NEUTRAL|><|Speech|><|withitn|>有效保护消防员的人身安全。
BAC009S0002W0322.wav,消防 机器 人制 造 商 表示,消防机器人制造商表示,消防机器人制造商表示,10,10,0,0,4.004,0.078437567,127.4899313,0.019589802,<|zh|><|NEUTRAL|><|Speech|><|withitn|>消防机器人制造商表示。
BAC009S0002W0323.wav,在 人员 不 易 接近 的 火灾 扑救 等 领域,在人员不易接近的火灾扑救等领域,在人员不易接近的火灾扑救等领域,15,15,0,0,5.003875,0.085387707,175.6693155,0.017064317,<|zh|><|NEUTRAL|><|Speech|><|withitn|>在人员不易接近的火灾扑救等领域。
BAC009S0002W0324.wav,帮助 消防 员 及时 扑灭 火灾,帮助消防员及时扑灭火灾,帮助消防员及时扑灭火灾,11,11,0,0,3.571875,0.082623959,133.1332968,0.023131817,<|zh|><|NEUTRAL|><|Speech|><|withitn|>帮助消防员及时扑灭火灾。
BAC009S0002W0325.wav,看点 四 它 琴 棋 书画 样样 精,看点四它琴棋书画样样精,看点视他琴棋书画样样精,11,11,2,0.181818182,3.8559375,0.076267242,144.2296804,0.01977917,<|zh|><|NEUTRAL|><|Speech|><|withitn|>看点视，他琴棋书画，样样精。
BAC009S0002W0326.wav,很多 机器 人 都 能 下棋,很多机器人都能下棋,很多机器人都能下棋,9,9,0,0,3.1389375,0.072972775,123.3336688,0.023247604,<|zh|><|NEUTRAL|><|Speech|><|withitn|>很多机器人都能下棋。
BAC009S0002W0327.wav,现场 的 工作 人员 拿起 五子 棋 在 棋盘 上 放 下,现场的工作人员拿起五子棋在棋盘上放下,现场的工作人员拿起五子棋在棋盘上放下,18,18,0,0,4.973,0.078996897,227.8570519,0.015885159,<|zh|><|NEUTRAL|><|Speech|><|withitn|>现场的工作人员拿起五子棋在棋盘上放下。
BAC009S0002W0328.wav,机器 人 就能 用 灵敏 的 手 抓起 棋子,机器人就能用灵敏的手抓起棋子,机器人就能用灵敏的手抓起棋子,14,14,0,0,4.204,0.079138279,176.9055403,0.018824519,<|zh|><|NEUTRAL|><|Speech|><|withitn|>机器人就能用灵敏的手抓起棋子。
BAC009S0002W0329.wav,和 人 进行 对弈 比拼 棋艺,和人进行对弈比拼棋艺,和人进行对弈比拼其意,10,10,2,0.2,3.1289375,0.073396921,136.245497,0.023457458,<|zh|><|NEUTRAL|><|Speech|><|withitn|>和人进行对弈，比拼其意。
BAC009S0002W0330.wav,据 参展 单位 负责 人 介绍,据参展单位负责人介绍,据参展单位负责人介绍,10,10,0,0,3.15,0.072388172,138.1441153,0.022980372,<|zh|><|NEUTRAL|><|Speech|><|withitn|>据参展单位负责人介绍。
BAC009S0002W0331.wav,类似 的 五子 棋 机器 人,类似的五子棋机器人,类似的五子棋机器人,9,9,0,0,3.0550625,0.073683739,122.1436393,0.02411857,<|zh|><|NEUTRAL|><|Speech|><|withitn|>类似的五子棋机器人。
BAC009S0002W0332.wav,机器 人 都 被 提前 输入 五子 棋棋 谱 程序,机器人都被提前输入五子棋棋谱程序,机器人都被提前输入五子棋起步程序,16,16,2,0.125,6.1849375,0.093206167,171.6624605,0.015069864,<|zh|><|NEUTRAL|><|Speech|><|withitn|>机器人都被提前输入五子棋。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>起步程序。
BAC009S0002W0333.wav,有兴 趣 的 市民 届时 可以 到 展位 前 和 机器 人 对弈 一 番,有兴趣的市民届时可以到展位前和机器人对弈一番,有兴趣的市民届时可以到展位前和机器人对弈一番,22,22,0,0,6.2380625,0.083209276,264.3935989,0.013338962,<|zh|><|NEUTRAL|><|Speech|><|withitn|>有兴趣的市民届时可以到展位前和机器人对弈一番。
BAC009S0002W0334.wav,看看 谁 的 棋艺 更加 精湛,看看谁的棋艺更加精湛,看看谁的棋艺更加精湛,10,10,0,0,3.098,0.07241869,138.0859007,0.023375949,<|zh|><|NEUTRAL|><|Speech|><|withitn|>看看谁的棋艺更加精湛。
BAC009S0002W0335.wav,它们 的 才艺 还 包括 绘画,它们的才艺还包括绘画,他们的才艺还包括绘画,10,10,1,0.1,3.0560625,0.072384357,138.1513956,0.023685496,<|zh|><|NEUTRAL|><|Speech|><|withitn|>他们的才艺还包括绘画。
BAC009S0002W0336.wav,市民 只需 拿起 手机 拍 下 照片,市民只需拿起手机拍下照片,市民只需拿起手机拍下照片,12,12,0,0,3.9720625,0.07734251,155.1540022,0.019471625,<|zh|><|NEUTRAL|><|Speech|><|withitn|>市民只需拿起手机拍下照片。
BAC009S0002W0337.wav,通过 无 线 蓝牙 传到 电脑 上,通过无线蓝牙传到电脑上,通过无线蓝牙传到电脑上,11,11,0,0,3.087,0.07473731,147.1821763,0.024210337,<|zh|><|NEUTRAL|><|Speech|><|withitn|>通过无线蓝牙传到电脑上。
BAC009S0002W0338.wav,杭州 成功 获得 二零二 二年 亚运 会 举办 权,杭州成功获得二零二二年亚运会举办权,杭州成功获得年亚运会举办权,17,13,4,0.235294118,5.152,0.079816818,162.8729419,0.015492395,<|zh|><|NEUTRAL|><|Speech|><|withitn|>杭州成功获得2022年亚运会举办权。
BAC009S0002W0339.wav,杭州 的 申办 工作 一路 走 得 胸 有成 竹,杭州的申办工作一路走得胸有成竹,杭州的申办工作一路走得胸有成竹,15,15,0,0,4.615,0.081297636,184.50721,0.017615956,<|zh|><|NEUTRAL|><|Speech|><|withitn|>杭州的申办工作一路走得胸有成竹。
BAC009S0002W0340.wav,杭州 正式 提出 申办 二零二 二年 第 十九 届 亚运 会,杭州正式提出申办二零二二年第十九届亚运会,杭州正式提出申办年第十九届亚运会,20,16,4,0.2,5.7209375,0.082248688,194.531979,0.014376785,<|zh|><|NEUTRAL|><|Speech|><|withitn|>杭州正式提出申办2022年第十九届亚运会。
BAC009S0002W0341.wav,便 为 这次 申办 展开 了 紧 锣 密 鼓 的 筹备 工作,便为这次申办展开了紧锣密鼓的筹备工作,便为这次申办展开了紧锣密鼓的筹备工作,18,18,0,0,4.4669375,0.078262806,229.9943094,0.017520461,<|zh|><|NEUTRAL|><|Speech|><|withitn|>便为这次申办展开了紧锣密鼓的筹备工作。
BAC009S0002W0342.wav,作为 浙江 省 省会 城市 的 杭州,作为浙江省省会城市的杭州,作为浙江省省会城市的杭州,12,12,0,0,4.088,0.082462788,145.5201837,0.020171915,<|zh|><|NEUTRAL|><|Speech|><|withitn|>作为浙江省省会城市的杭州。
BAC009S0002W0343.wav,杭州 奥体 中心 仅 与 西湖 区 一江 之 隔,杭州奥体中心仅与西湖区一江之隔,杭州奥体中心仅与西湖区一江之隔,15,15,0,0,4.6889375,0.077562094,193.3934384,0.016541507,<|zh|><|NEUTRAL|><|Speech|><|withitn|>杭州奥体中心仅与西湖区一江之隔。
BAC009S0002W0344.wav,即将 于 二零一 七年 交付 使用,即将于二零一七年交付使用,即将于年交付使用,12,8,4,0.333333333,4.13,0.08210969,97.43064464,0.019881281,<|zh|><|NEUTRAL|><|Speech|><|withitn|>即将于2017年交付使用。
BAC009S0002W0345.wav,包括 八万人 主体 育 场 游泳 馆 等,包括八万人主体育场游泳馆等,包括万人主体浴场游泳馆等,13,12,2,0.153846154,4.267125,0.076752901,156.3458818,0.017987029,<|zh|><|NEUTRAL|><|Speech|><|withitn|>包括8万人主体浴场、游泳馆等。
BAC009S0002W0346.wav,可 举办 全国 性 洲际 性 世界 性 的 体育 赛事,可举办全国性洲际性世界性的体育赛事,可举办全国性洲际性世界性的体育赛事,17,17,0,0,5.637125,0.081227303,209.2892349,0.014409349,<|zh|><|NEUTRAL|><|Speech|><|withitn|>可举办全国性、洲际性、世界性的体育赛事。
BAC009S0002W0347.wav,二零一 八 年 还 将 举办 第 十四 届 世界 短池 游泳 锦标 赛,二零一八年还将举办第十四届世界短池游泳锦标赛,年还将举办第十四届世界短池游泳锦标赛,22,18,4,0.181818182,7.0810625,0.086364269,208.4195253,0.012196513,<|zh|><|NEUTRAL|><|Speech|><|withitn|>2018年，还将举办第十四届世界短池游泳锦标赛。
BAC009S0002W0348.wav,为 杭州 概念 股 涨停 点 赞,为杭州概念股涨停点赞,为杭州概念股涨停点赞,10,10,0,0,3.741,0.075791359,131.9411624,0.020259652,<|zh|><|NEUTRAL|><|Speech|><|withitn|>为杭州概念股涨停点赞。
BAC009S0002W0349.wav,虽然 杭州 将 为 亚运 会 投入 多少 还 没 有 官方 声音 流出,虽然杭州将为亚运会投入多少还没有官方声音流出,虽然杭州将为亚运会投入多少还没有官方声音流出,22,22,0,0,8.292,0.100357533,219.2162307,0.012102934,<|zh|><|NEUTRAL|><|Speech|><|withitn|>虽然杭州将为亚运会投入多少，还没有官方声音流出。
BAC009S0002W0350.wav,总计 或 超越 五年 前 的 广州 亚运 会,总计或超越五年前的广州亚运会,总计或超越年前的广州亚运会,14,13,1,0.071428571,4.963,0.079963207,162.5747697,0.016111869,<|zh|><|NEUTRAL|><|Speech|><|withitn|>总计或超越5年前的广州亚运会。
BAC009S0002W0351.wav,达到 一千二百多 亿 人民 币,达到一千二百多亿人民币,达到多亿人民币,11,7,4,0.363636364,4.2890625,0.087659597,79.85434804,0.020437939,<|zh|><|NEUTRAL|><|Speech|><|withitn|>达到1200多亿人民币。
BAC009S0002W0352.wav,据 上海 证券 报 报道,据上海证券报报道,据上海证券报报道,8,8,0,0,3.74,0.085502148,93.56490121,0.022861537,<|zh|><|NEUTRAL|><|Speech|><|withitn|>据上海证券报报道。
BAC009S0002W0353.wav,八月 三十 日发 布 的 一 份 券商 研 报 指出,八月三十日发布的一份券商研报指出,月日发布的一份券商研报指出,16,13,3,0.1875,5.458,0.083714008,155.2906169,0.015337854,<|zh|><|NEUTRAL|><|Speech|><|withitn|>8月30日发布的一份券商研报指出。
BAC009S0002W0354.wav,对比 广州 投入 的 一千二百 亿元,对比广州投入的一千二百亿元,对比广州投入的亿元,13,9,4,0.307692308,4.4360625,0.082159042,109.5436332,0.018520713,<|zh|><|NEUTRAL|><|Speech|><|withitn|>对比广州投入的1200亿元。
BAC009S0002W0355.wav,预计 杭州 举办 亚运 会 的 投入 将 只 多 不 少,预计杭州举办亚运会的投入将只多不少,预计杭州举办亚运会的投入将只多不少,17,17,0,0,5.531,0.086612701,196.2760625,0.015659501,<|zh|><|NEUTRAL|><|Speech|><|withitn|>预计杭州举办亚运会的投入将只多不少。
BAC009S0002W0356.wav,围绕 亚运 会进 行 的 城市 改造 的 资金 投入,围绕亚运会进行的城市改造的资金投入,围绕亚运会进行的城市改造的资金投入,17,17,0,0,5.3619375,0.095835209,177.3878327,0.017873242,<|zh|><|NEUTRAL|><|Speech|><|withitn|>围绕亚运会进行的城市改造的资金投入。
BAC009S0002W0357.wav,除了 场馆 建设 维护 亚运 会 运行 资金 外,除了场馆建设维护亚运会运行资金外,除了场馆建设维护亚运会运行资金外,16,16,0,0,4.921,0.078870058,202.8653255,0.016027242,<|zh|><|NEUTRAL|><|Speech|><|withitn|>除了场馆建设，维护亚运会运行资金外。
BAC009S0002W0358.wav,主要 用于 城市 面貌 和 环境 改善,主要用于城市面貌和环境改善,主要用于城市面貌和环境改善,13,13,0,0,4.8360625,0.086412668,150.4409049,0.017868394,<|zh|><|NEUTRAL|><|Speech|><|withitn|>主要用于城市面貌和环境改善。
BAC009S0002W0359.wav,包括 地铁 建设 城市 道路 桥梁 和 基础 设施,包括地铁建设城市道路桥梁和基础设施,包括地铁建设城市道路桥梁和基础设施,17,17,0,0,5.532,0.081696987,208.086009,0.014768074,<|zh|><|NEUTRAL|><|Speech|><|withitn|>包括地铁建设城市道路、桥梁和基础设施。
BAC009S0002W0360.wav,以及 环境 综合 整治 工业 污水 治理 等 经费,以及环境综合整治工业污水治理等经费,以及环境综合整治工业污水治理等经费,17,17,0,0,6.6480625,0.084755182,200.5777056,0.012748855,<|zh|><|NEUTRAL|><|Speech|><|withitn|>以及环境综合整治、工业污水治理等经费。
BAC009S0002W0361.wav,这 一 系列 工程 和 项目 的 开展,这一系列工程和项目的开展,这一系列工程和项目的开展,12,12,0,0,3.3609375,0.074434996,161.2144919,0.022147093,<|zh|><|NEUTRAL|><|Speech|><|withitn|>这一系列工程和项目的开展。
BAC009S0002W0362.wav,有 望 首先 令杭 州 以及 浙江 当地 的 基建 上市 公司 获益,有望首先令杭州以及浙江当地的基建上市公司获益,有望首先令杭州以及浙江当地的基建上市公司获益,22,22,0,0,8.365,0.096528292,227.9124556,0.011539545,<|zh|><|NEUTRAL|><|Speech|><|withitn|>有望首先令杭州以及浙江当地的。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>基建上市公司获益。
BAC009S0002W0363.wav,精工 钢构 亚 厦 股份 杭钢 股份 等值 得 关注,精工钢构亚厦股份杭钢股份等值得关注,精工钢构亚夏股份杭钢股份等值得关注,17,17,1,0.058823529,9.609,0.103826046,163.735408,0.010805083,<|zh|><|NEUTRAL|><|Speech|><|withitn|>精工钢构。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>亚夏股份、杭钢股份等值得关注。
BAC009S0002W0364.wav,多 个 杭州 概念 股 已 用 逆市 涨停 来 点 赞,多个杭州概念股已用逆市涨停来点赞,多个杭州概念股已用逆势涨停来点赞,16,16,1,0.0625,6.016,0.088464975,180.8625384,0.014704949,<|zh|><|NEUTRAL|><|Speech|><|withitn|>多个杭州概念股已用逆势涨停来点赞。
BAC009S0002W0365.wav,杭州 申办 代表 团队 核心 成员 中,杭州申办代表团队核心成员中,杭州申办代表团队核心成员中,13,13,0,0,4.214,0.07662797,169.6508474,0.018184141,<|zh|><|NEUTRAL|><|Speech|><|withitn|>杭州申办代表团队核心成员中。
BAC009S0002W0366.wav,还有 杭州 企业 代表 阿里巴巴 集团 副总 裁 金建 杭,还有杭州企业代表阿里巴巴集团副总裁金建杭,还有杭州企业代表阿里巴巴集团副总裁金建航,20,20,1,0.05,7.722875,0.090131998,221.8967784,0.011670783,<|zh|><|NEUTRAL|><|Speech|><|withitn|>还有杭州企业代表、阿里巴巴集团副总裁金建航。
BAC009S0002W0367.wav,这 届 亚运 会来 到 阿里巴巴 总部,这届亚运会来到阿里巴巴总部,这届亚运会来到阿里巴巴总部,13,13,0,0,4.688,0.083642006,155.4242974,0.017841725,<|zh|><|NEUTRAL|><|Speech|><|withitn|>这届亚运会来到阿里巴巴总部。
BAC009S0002W0368.wav,不 办 一 届 淘宝 亚运 会 怎么 说 得 过去,不办一届淘宝亚运会怎么说得过去,不办一届淘宝亚运会怎么说的过去,15,15,1,0.066666667,4.1938125,0.076303005,196.5846556,0.018194186,<|zh|><|NEUTRAL|><|Speech|><|withitn|>不办一届淘宝亚运会，怎么说的过去？
BAC009S0002W0369.wav,作为 一 个 民营 经济 大 省,作为一个民营经济大省,作为一个民营经济大省,10,10,0,0,3.5190625,0.074361324,134.4785087,0.021131004,<|zh|><|NEUTRAL|><|Speech|><|withitn|>作为一个民营经济大省。
BAC009S0002W0370.wav,浙江 的 民营 企业 有 着 极 为 灵敏 的 商业 嗅觉,浙江的民营企业有着极为灵敏的商业嗅觉,浙江的民营企业有着极为灵敏的商业嗅觉,18,18,0,0,5.6369375,0.08076334,222.8733978,0.014327521,<|zh|><|NEUTRAL|><|Speech|><|withitn|>浙江的民营企业有着极为灵敏的商业嗅觉。
BAC009S0002W0371.wav,对于 处于 风口 的 体育 产业,对于处于风口的体育产业,对于处于风口的体育产业,11,11,0,0,4.646,0.077581167,141.7869877,0.016698486,<|zh|><|NEUTRAL|><|Speech|><|withitn|>对于处于风口的体育产业。
BAC009S0002W0372.wav,民间 资本 对其 空前 关注,民间资本对其空前关注,民间资本对其空前关注,10,10,0,0,3.4770625,0.07397151,135.1871823,0.021274139,<|zh|><|NEUTRAL|><|Speech|><|withitn|>民间资本对其空前关注。
BAC009S0002W0373.wav,阿里巴巴 集团 宣布 成立 阿里 体育 集团,阿里巴巴集团宣布成立阿里体育集团,阿里巴巴集团宣布成立阿里体育集团,16,16,0,0,5.584,0.080978632,197.5829871,0.014501904,<|zh|><|NEUTRAL|><|Speech|><|withitn|>阿里巴巴集团宣布成立阿里体育集团。
BAC009S0002W0374.wav,以 数字 经济 思维 创新 发展 体育 产业 链,以数字经济思维创新发展体育产业链,以数字经济思维创新发展体育产业链,16,16,0,0,4.993875,0.078423262,204.0210986,0.01570389,<|zh|><|NEUTRAL|><|Speech|><|withitn|>以数字经济思维创新发展体育产业链。
BAC009S0002W0376.wav,首次 为 体育 产业 设立 集团 公司,首次为体育产业设立集团公司,首次为体育产业设立集团公司,13,13,0,0,5.563,0.083579779,155.5400147,0.015024228,<|zh|><|NEUTRAL|><|Speech|><|withitn|>首次为体育产业设立。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>集团公司。
BAC009S0002W0377.wav,亚运 会 无 疑 是 阿里 体育 发展 的 一 个 大平 台,亚运会无疑是阿里体育发展的一个大平台,亚运会无疑是阿里体育发展的一个大平台,18,18,0,0,5.573,0.080765486,222.8674765,0.014492282,<|zh|><|NEUTRAL|><|Speech|><|withitn|>亚运会无疑是阿里体育发展的一个大平台。
BAC009S0002W0378.wav,在仁 川亚 运 会 练 了 手,在仁川亚运会练了手,在仁川亚运会练了手,9,9,0,0,3.756125,0.08523798,105.5867351,0.022693063,<|zh|><|NEUTRAL|><|Speech|><|withitn|>在仁川亚运会练了手。
BAC009S0002W0379.wav,阿里 有 望 借助 亚运 会 布局,阿里有望借助亚运会布局,阿里有望借助亚运会布局,11,11,0,0,3.8769375,0.086694717,126.88201,0.022361649,<|zh|><|NEUTRAL|><|Speech|><|withitn|>阿里有望借助亚运会布局。
BAC009S0002W0380.wav,帮助 用户 将 后端 交易 体系 云 计算 大数 据 等 基础 设施,帮助用户将后端交易体系云计算大数据等基础设施,帮助用户将后端交易体系云计算大数据等基础设施,22,22,0,0,7.890875,0.117871761,186.6435163,0.01493773,<|zh|><|NEUTRAL|><|Speech|><|withitn|>帮助用户将后端交易体系、云计算大数据等基础设施。
BAC009S0002W0382.wav,二零二 二中 国 站 上体 育 风口,二零二二中国站上体育风口,中国站上体育风口,12,8,4,0.333333333,3.8461875,0.085047007,94.06562699,0.022112028,<|zh|><|NEUTRAL|><|Speech|><|withitn|>2022中国站上体育风口。
BAC009S0002W0383.wav,随着 亚运 会花 落 杭州,随着亚运会花落杭州,随着亚运会滑落杭州,9,9,1,0.111111111,3.4870625,0.074213028,121.2725076,0.021282391,<|zh|><|NEUTRAL|><|Speech|><|withitn|>随着亚运会滑落杭州。
BAC009S0002W0384.wav,中国 在 二零二 二年 将 站 在世 界 体育 的 风口,中国在二零二二年将站在世界体育的风口,中国在年将站在世界体育的风口,18,14,4,0.222222222,6.427,0.089344263,156.6972463,0.013901395,<|zh|><|NEUTRAL|><|Speech|><|withitn|>中国在2022年将站在世界体育的风口。
BAC009S0002W0385.wav,杭州 届时 能否 顺利 起飞,杭州届时能否顺利起飞,杭州届时能否顺利起飞,10,10,0,0,3.191875,0.072698593,137.5542437,0.02277614,<|zh|><|NEUTRAL|><|Speech|><|withitn|>杭州届时能否顺利起飞？
BAC009S0002W0386.wav,两大 综合 性 体育 赛事 花 落 中国,两大综合性体育赛事花落中国,两大综合性体育赛事划落中国,13,13,1,0.076923077,4.182875,0.081425428,159.6552853,0.019466379,<|zh|><|NEUTRAL|><|Speech|><|withitn|>两大综合性体育赛事划落中国。
BAC009S0002W0387.wav,两大 首尾 呼应 的 盛会 都 有 其 特殊 意义,两大首尾呼应的盛会都有其特殊意义,两大首尾呼应的盛会都有其特殊意义,16,16,0,0,5.29,0.08006978,199.8257012,0.015136064,<|zh|><|NEUTRAL|><|Speech|><|withitn|>两大首尾呼应的盛会都有其特殊意义。
BAC009S0002W0388.wav,浙江 省 体育 局 经济 处 主任 王 正 璋 说,浙江省体育局经济处主任王正璋说,浙江省体育局经济处主任王正章说,15,15,1,0.066666667,6.3110625,0.085630417,175.1713999,0.013568304,<|zh|><|NEUTRAL|><|Speech|><|withitn|>浙江省体育局经济处主任王正章说。
BAC009S0002W0389.wav,体育 产业 总 规模 目标 要 超过 五千亿 元,体育产业总规模目标要超过五千亿元,体育产业总规模目标要超过亿元,16,14,2,0.125,4.9311875,0.080173016,174.6223451,0.016258359,<|zh|><|NEUTRAL|><|Speech|><|withitn|>体育产业总规模目标要超过5000亿元。
BAC009S0002W0390.wav,这 意味 着 八百亿 的 增量,这意味着八百亿的增量,这意味着亿的增量,10,8,2,0.2,3.3930625,0.073769569,108.4458004,0.021741294,<|zh|><|NEUTRAL|><|Speech|><|withitn|>这意味着800亿的增量。
BAC009S0002W0391.wav,亚运 会来 了 世界 杯 何时 来,亚运会来了世界杯何时来,亚运会来了世界杯何时来,11,11,0,0,3.9089375,0.078460455,140.1980145,0.020072067,<|zh|><|NEUTRAL|><|Speech|><|withitn|>亚运会来了，世界杯何时来？
BAC009S0002W0392.wav,更 令人 瞩目 的 足球 世界 杯 何时 能 落户 中国,更令人瞩目的足球世界杯何时能落户中国,更令人瞩目的足球世界杯何时能落户中国,18,18,0,0,5.7939375,0.082212448,218.9449458,0.014189392,<|zh|><|NEUTRAL|><|Speech|><|withitn|>更令人瞩目的足球世界杯何时能落户中国？
BAC009S0002W0393.wav,也是 体育 迷 关心 的 问题,也是体育迷关心的问题,也是体育迷关心的问题,10,10,0,0,3.0339375,0.078151703,127.9562649,0.025759167,<|zh|><|NEUTRAL|><|Speech|><|withitn|>也是体育迷关心的问题。
BAC009S0002W0395.wav,在 卡塔尔 二零二 二年 举办 世界 杯 后,在卡塔尔二零二二年举办世界杯后,在卡塔尔年举办世界杯后,15,11,4,0.266666667,4.4040625,0.0779109,141.1869197,0.017690689,<|zh|><|NEUTRAL|><|Speech|><|withitn|>在卡塔尔2022年举办世界杯后。
BAC009S0002W0396.wav,中国 最 早 也 将 等到 二零三 四年 才能 申办,中国最早也将等到二零三四年才能申办,中国最早也将等到年才能申办,17,13,4,0.235294118,5.489,0.083280563,156.098848,0.015172265,<|zh|><|NEUTRAL|><|Speech|><|withitn|>中国最早也将等到2034年才能申办。
BAC009S0002W0397.wav,在 非洲 举办 过世 界 杯 后,在非洲举办过世界杯后,在非洲举办过世界杯后,10,10,0,0,3.625,0.076051235,131.4903035,0.020979651,<|zh|><|NEUTRAL|><|Speech|><|withitn|>在非洲举办过世界杯后。
BAC009S0002W0398.wav,国际 足联 也 一直 都 在 关注,国际足联也一直都在关注,国际足联也一直都在关注,11,11,0,0,3.9509375,0.082413435,133.4733833,0.02085921,<|zh|><|NEUTRAL|><|Speech|><|withitn|>国际足联也一直都在关注。
BAC009S0002W0400.wav,二零三 四 将 是 中国 的 最 佳 时机,二零三四将是中国的最佳时机,将是中国的最佳时机,13,9,4,0.307692308,3.9821875,0.085976362,104.6799349,0.021590235,<|zh|><|NEUTRAL|><|Speech|><|withitn|>2034将是中国的最佳时机。
BAC009S0002W0401.wav,但 中国 民间 声音 虽 大,但中国民间声音虽大,但中国民间声音虽大,9,9,0,0,3.0239375,0.078207731,115.0781369,0.02586288,<|zh|><|NEUTRAL|><|Speech|><|withitn|>但中国民间声音虽大。
BAC009S0002W0402.wav,过去 却 尚未 有 过 正式 的 书面 申请,过去却尚未有过正式的书面申请,过去却尚未有过正式的书面申请,14,14,0,0,4.52,0.077877283,179.7700105,0.017229487,<|zh|><|NEUTRAL|><|Speech|><|withitn|>过去却尚未有过正式的书面申请。
BAC009S0002W0403.wav,政府 也 没 有 过 明确 表示,政府也没有过明确表示,政府也没有过明确表示,10,10,0,0,4.035875,0.086135149,116.0966239,0.021342373,<|zh|><|NEUTRAL|><|Speech|><|withitn|>政府也没有过明确。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>表示。
BAC009S0002W0404.wav,直 直 盯 着 前方,直直盯着前方,直直盯着前方,6,6,0,0,3.0969375,0.075876951,79.07539646,0.02450064,<|zh|><|NEUTRAL|><|Speech|><|withitn|>直直盯着前方。
BAC009S0002W0405.wav,海报 最 有 创意 的 地方,海报最有创意的地方,海报最有创意的地方,9,9,0,0,3.234875,0.075119257,119.8094918,0.023221688,<|zh|><|NEUTRAL|><|Speech|><|withitn|>海报最有创意的地方。
BAC009S0002W0406.wav,还是 他 的 领带,还是他的领带,还是他的领带,6,6,0,0,2.243875,0.071840763,83.51804382,0.032016384,<|zh|><|NEUTRAL|><|Speech|><|withitn|>还是他的领带。
BAC009S0002W0407.wav,这 条 领带 的 另 一端 变成 了 导火索,这条领带的另一端变成了导火索,这条领带的另一端变成了导火索,14,14,0,0,4.0139375,0.08177042,171.2110564,0.020371623,<|zh|><|NEUTRAL|><|Speech|><|withitn|>这条领带的另一端变成了导火索。
BAC009S0002W0408.wav,过去 关 咏荷 为了 女儿 息影,过去关咏荷为了女儿息影,过去关永和为了女儿吸颖,11,11,4,0.363636364,4.667,0.083137512,132.3109113,0.017813909,<|zh|><|NEUTRAL|><|Speech|><|withitn|>过去，关永和为了女儿吸颖。
BAC009S0002W0409.wav,如今 虽然 复出 但 还是 以 家庭 为重,如今虽然复出但还是以家庭为重,如今虽然付出但还是以家庭为重,14,14,1,0.071428571,4.3620625,0.077250957,181.2275272,0.017709732,<|zh|><|NEUTRAL|><|Speech|><|withitn|>如今虽然付出，但还是以家庭为重。
BAC009S0002W0410.wav,搜狐 娱乐 讯 据 香港 媒体 报道,搜狐娱乐讯据香港媒体报道,搜狐娱乐讯据香港媒体报道,12,12,0,0,5.910875,0.085990191,139.5508014,0.014547794,<|zh|><|NEUTRAL|><|Speech|><|withitn|>搜狐娱乐讯。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>据香港媒体报道。
BAC009S0002W0411.wav,关 咏荷 日前 出席 护 眼 活动,关咏荷日前出席护眼活动,关永和日前出席护演活动,11,11,3,0.272727273,3.4128125,0.083300352,132.052263,0.024408124,<|zh|><|NEUTRAL|><|Speech|><|withitn|>关永和日前出席护演活动。
